"Description","GeneRatio","p.adjust","Count","cluster","geneID"
"anterograde trans-synaptic signaling",0.0561747659384753,2.09389731524293e-09,126,"III","Ace/nAChRalpha1/mAChR-A/nAChRbeta1/nAChRalpha2/boss/Cat/ChAT/comt/Fas2/Galphas/na/Atpalpha/rt/rut/Sh/slo/svp/nAChRbeta2/5-HT1A/Syt1/Rdl/5-HT7/Rop/Syn/Cbp53E/TkR99D/Shal/Rab3/CanB/Lcch3/Nmdar1/Snap25/Dop1R1/nSyb/Ipp/stnB/mGluR/dtr/wit/b6/Oamb/GluClalpha/Srpk79D/Eaat1/GABA-B-R2/Syt4/GluRIID/gammaSnap1/nAChRalpha5/NtR/Rab3-GEF/Frq1/wgn/Syx16/VGlut/Nlg2/CG7781/CG14275/nAChRalpha6/atilla/twit/CG9336/CG9338/Dyb/CG6329/Syngr/VGAT/DAT/P32/CG10339/spz5/FMRFaR/unc-13-4A/PGRP-LC/crim/SecCl/Neurochondrin/mAChR-B/KaiR1D/Nrx-1/CDase/kek6/Syt7/CG11155/Cals/cpx/GluRIIC/RIC-3/Nlg1/GluRIIE/CG31676/CG32447/X11Lbeta/Rim/Cadps/Frq2/Nlg3/Nlg4/beta-Spec/brp/Ca-beta/qvr/stj/Syt12/Sytbeta/rtv/NT1/Exn/nemy/Ank2/Rbp/Shab/5-HT1B/Acsl/Ih/nwk/cpo/dysc/Slob/Fife/CaMKII/pHCl-1/Neto/Esyt2/VAChT"
"open tracheal system development",0.055993690851735,3.00051704358491e-08,71,"I","Abd-B/aop/dpp/ems/en/fj/ft/kni/knrl/Sos/robo2/lin/peb/pnt/rib/Egfr/ttk/ptc/vn/hid/Ptp4E/hh/ci/robo1/noc/Akt1/trn/wts/shot/bnl/sty/CCT3/Shc/stumps/Tor/RhoGEF2/Rbcn-3A/foi/stan/aft/gammaCOP/deltaCOP/seq/wash/sano/Blimp-1/Mkp3/Vav/pan/grh/crb/salm/Dhc64C/Sec23/Sec24CD/trh/sli/garz/Hph/Mtp/Nsf2/Sec5/stac/btsz/Mcr/InR/Sac1/wg/ds/btl/cv-c"
"imaginal disc-derived wing morphogenesis",0.055993690851735,8.34041055650701e-06,71,"I","Dll/cv-2/dpp/Dr/emc/en/fj/ft/hth/inv/mam/pnt/px/shn/sog/Egfr/trc/tsh/ptc/vg/vn/zfh2/hh/babo/shot/mirr/sty/Shc/SMC3/Vang/ast/Past1/fz2/pcm/crol/RhoGEF2/gbb/brk/stan/p38b/mthl1/Ppat-Dpck/Mkp3/Usp8/Socs36E/frc/Drak/pan/frtz/step/dgo/Chd1/Nost/tay/Rbsn-5/Ppcs/salm/Asx/l(2)gd1/d/S6kII/Rabex-5/Lpin/Lpt/Bx/PDZ-GEF/ltl/Duox/wg/ds/cv-c"
"peptidyl-amino acid modification",0.055962691538974,3.20708332459585e-08,168,"II","Abl/ash2/aurA/awd/brm/chif/Pka-C3/E(Pc)/e(y)1/dco/sti/msl-3/Btk29A/Su(var)205/Su(var)2-10/tor/Cyp1/hop/ash1/msl-1/Taf1/lwr/atms/Gug/Taf12/Wee1/Fdh/Fkbp12/MAPk-Ak2/Uggt/mof/Ost48/CkIalpha/BEAF-32/HDAC1/csul/Lk6/Cbl/dom/Pdk1/Gcn5/JIL-1/Pkn/gek/Parg/trr/san/rasp/IKKbeta/Dph5/mbt/Tip60/Rok/Taf10b/MRG15/Dnz1/CG8878/CG3909/Ulp1/CG5808/ball/Ptpmeg2/Taf10/Uba2/Fkbp59/Aos1/Pink1/CG1578/Set2/CG14408/cerv/CG8173/Spt7/Ada3/CG6659/Naa20A/Stt3A/GABPI/Art2/lid/Gas41/Mnn1/Wdr82/Bug22/Dpy-30L1/YL-1/Ing5/CG9246/Br140/MrgBP/CG11777/CG8314/CG7747/CG8060/DMAP1/Rtf1/CG9899/enok/Slik/CG3511/Cypl/Eaf6/CG8336/Naa60/Dph1/CG10907/Spt20/upSET/CG5027/CG13029/CG4174/Rbbp5/Hat1/CG1218/Ada2b/Art4/Art1/CG4565/CG14715/Spt3/CG5196/Lkb1/Art3/CG5466/Lrrk/PSR/Moca-cyp/Brd8/Naa40/Set1/wds/rept/pont/krz/G9a/Chrac-14/Sgf29/nenya/TTLL5/CG31460/Ada1-2/CG32152/CG33230/rumi/egg/mnb/gwl/Utx/app/Atg1/CG17528/hpo/CoRest/nej/aPKC/Ptpmeg/Sik3/Src64B/Caf1-55/gpp/Eogt/smt3/Src42A/CG44243/dop/Ptp61F/S6KL/Tlk"
"positive regulation of signal transduction",0.055962691538974,0.00828884562441952,168,"II","bam/ben/bur/Pka-C1/crc/Dab/ea/flw/gd/l(2)gl/dco/hyd/ndl/Pp1alpha-96A/put/Ras85D/smo/snk/spz/Su(var)2-10/tor/Pp1-87B/mts/Rap1/tws/gig/Eip63E/Rox8/Parp/CycD/Rac1/Cdc42/CycE/pll/lwr/msn/Uch-L5/Ssdp/Cdc37/BRWD3/Mtor/CkIalpha/Ubc4/ksr/Lis-1/RtGEF/Cdk4/Usp47/spen/14-3-3epsilon/lig/Pdk1/CtBP/IKKbeta/trio/Mekk1/Crk/Tnpo/CG14812/par-6/Tsc1/Tak1/wdb/Tnks/botv/lili/Nulp1/CG7028/Akap200/EndoGI/Lnk/Smurf/Uba2/Mkrn1/sotv/Aos1/pod1/Nek2/Usp7/CG11103/Rcp/DENR/wcy/CG8173/Socs16D/Tao/cactin/shv/Hrs/Fnta/Pez/Fgop2/Mnn1/CycY/CG5110/Nf-YB/Pngl/Dhx15/Myd88/Sting/Git/Mos/O-fut1/Ehbp1/Gbp1/Dcr-2/nopo/CG5189/Gint3/Rae1/Vps35/sigmar/Herc4/Uev1A/Pura/UbcE2M/wls/nst/mop/Rnf146/CG14184/eIF3f1/PEK/dgrn/M1BP/hyx/Art4/Ccm3/Sur-8/p53/grass/CycG/Slmap/pont/GNBP1/olf186-F/dlp/mask/ave/Cnot4/Usp10/CG32521/akirin/rumi/ALiX/gish/26-29-p/cno/Pka-R1/Gprk1/sxc/CG42674/nej/aPKC/magu/Src64B/Uba3/ebi/smt3/Src42A/Traf6/ttv/Doa/Ote/Vps4/lola/elgi/RpS12"
"regulation of cell cycle",0.0556295802798135,1.94280584389746e-12,167,"II","bru1/aurA/ben/brm/chif/CycA/CycB/flw/dup/l(3)mbt/sti/Rcc1/twe/mor/mr/mus101/mus304/Myb/ncd/plu/polo/pum/smo/sub/Cdk1/shtd/B52/wapl/Su(H)/tws/gig/Dsor1/CycD/CycE/fbl/Mad/Wee1/Dp/l(2)dtl/nuf/Mtor/Sep2/mof/Cul1/CycB3/Lis-1/Cdk4/lok/Gcn2/14-3-3epsilon/Ran/mre11/asun/Pkn/chb/Pp4-19C/mip130/aurB/SuUR/CG12179/Bub3/SkpA/Cdc16/Rad17/dgt4/Rok/Tsc1/Mad1/Hus1-like/CSN5/Kmn1/Stam/RecQ5/CHORD/Aos1/Nek2/spidey/Aven/Graf/Sap30/CG8173/Wdr62/Hrs/Spindly/Mnn1/CG5181/CycY/Ing5/BuGZ/CG10336/Grip71/Mcm10/geminin/CG15237/Br140/mms4/dgt5/Mos/mars/nopo/Ntan1/dgt3/Rae1/enok/Slik/Mfap1/Eaf6/mad2/Cdc6/ssp/Skp2/PEK/CG17816/Cks85A/Tctp/timeout/Hexim/CG5466/p53/CG13599/CG5003/dgt6/CycG/p115/cana/mus81/armi/ago/Capr/Chro/tefu/Haspin/Rif1/CG30291/Prp38/nenya/pch2/Claspin/APC4/CG34025/Zwilch/endos/tum/lmgA/mnb/pzg/bora/pds5/gwl/RfC4/Incenp/asl/grp/scra/nej/mi/Xpd/Mi-2/CG43295/Cdk7/BubR1/Caf1-55/SNF4Agamma/gpp/Smr/elgi/Tlk"
"cell junction organization",0.055205047318612,0.048211543523743,70,"I","Gs2/Jra/kst/Ten-m/pros/comm/Akt1/jar/Sema1a/Hem/Nf1/drl/fz2/Fak/Tor/sns/gbb/WASp/stan/p38b/TBPH/drpr/cindr/Rich/Fmr1/seq/Grip/raptor/CG12717/hiw/rictor/C1GalTA/Sin1/Eps-15/RhoGAP68F/wnd/Arfip/RhoGAP92B/Vav/SH3PX1/bchs/Liprin-alpha/DIP-alpha/Mical/Patj/spin/jeb/Mob2/Mob4/crb/Nost/nsl1/S6kII/nonC/l(3)neo38/PDZ-GEF/Nsf2/GckIII/Exo70/Sec8/btsz/Ten-a/Pi4KIIIalpha/Mcr/S6k/Sac1/wg/Adf1/btl/Imp"
"negative regulation of response to stimulus",0.0549633577614923,0.0103435720781961,165,"II","bam/Brd/cact/Cam/Pka-C1/cos/Lar/dnc/E(bx)/flw/fu/Gbeta13F/gro/H/His2Av/dlg1/eIF4A/l(2)gl/dco/sti/Blm/Pp1-13C/Pp1alpha-96A/PpV/pum/Ras85D/sax/sesB/sl/Su(dx)/Su(var)2-10/tor/vap/mts/Csp/Ptp10D/RasGAP1/Rap1/Su(H)/gig/Su(fu)/faf/lwr/Gug/msn/eff/poe/Sema2a/Alg3/cpb/nmo/Nca/Rho1/CkIalpha/Cul1/p38a/HDAC1/PTP-ER/Stat92E/Cbl/lig/CtBP/Pp4-19C/EloB/Mekk1/MED6/Rtca/SkpA/Roc1a/Cdc16/Rok/Tsc1/hang/Axn/Apc2/STUB1/wdb/Ulp1/Nxt1/ics/Spn88Ea/Spn27A/Smurf/Dd/Uba2/RhoGAP5A/CG4078/spidey/PPP4R2r/Usp7/Graf/Tao/MKP-4/insv/Hrs/Fgop2/Mnn1/Ufd4/Dlg5/Nedd8/Cul2/RYBP/MAN1/Herc4/Usp5/Atg18a/UbcE2M/BI-1/GstO2/anchor/spartin/Kcmf1/Sdr/Prx5/PSR/CG7054/Usp12-46/Rassf/RanBP3/TBC1d7/puf/Cul5/CycG/fuss/Slmap/rept/pont/krz/Prosap/scyl/armi/ago/tefu/CG30423/CG32039/CG32176/Ube3a/rumi/tum/alph/mnb/Nedd4/Pka-R1/pzg/Pp2A-29B/Tango9/Gprk1/scny/Atg1/pic/hpo/lic/nej/aPKC/Ptpmeg/Sik3/Tl/Patronin/Uba3/ebi/Src42A/Traf6/EloC/wap/Ptp61F"
"biological process involved in interspecies interaction between organisms",0.0549633577614923,0.0874309645387294,165,"II","aub/bam/ben/brm/cact/cad/E(bx)/ecd/His2Av/dlg1/Mtr4/hyd/lt/mor/Pp1alpha-96A/Ras85D/rl/sax/shi/spz/Su(var)2-10/tub/Yp3/me31B/LysX/B52/hop/faf/Parp/Dsor1/Rac1/Cdc42/Arf79F/pll/lwr/dia/eff/Arf102F/Cdk5/Rab2/Rho1/Fer2LCH/Fer1HCH/ksr/Cul1/p38a/Rab10/Rab11/Rab14/crq/Stat92E/spen/SamDC/Cdk9/IKKbeta/MED6/ssx/BomS2/SkpA/Crag/tyf/mbo/Tak1/Dronc/CG4325/Eb1/Nxt1/JhI-21/ECSIT/Spt6/Spn88Ea/Spn27A/cathD/Uba2/Hml/Aos1/Vap33/CG3527/Rab35/Ntf-2/Zir/Vps29/Npc2a/Rab30/r2d2/Wwox/RluA-2/CG10333/Ars2/Cyp6a13/Myd88/Sting/ClC-b/Cyp6a20/Gbp1/Dcr-2/Atg7/DMAP1/Herc4/Fit1/Uev1A/Atg18a/GstO2/FoxK/mop/PDCD-5/CG7408/RhoBTB/CRIF/Hat1/dgrn/CG14722/GILT1/CG9925/Rrp6/Der-2/Prx5/subdued/GILT2/Nup98-96/Dis3/puf/gb/grass/Sid/GNBP1/Ephrin/G9a/CG7763/CG13551/key/HBS1/vir-1/dome/tefu/CG30424/NUCB1/Vps11/CG32706/Victoria/IMPPP/EMRE/akirin/Pcmt/scny/pic/PPO3/CSN8/aPKC/Tl/Rab8/Src64B/Tasp1/smt3/Src42A/Traf6/coro/Doa/sau/Ubc7/Drs/Vps4/lola/Ge-1/Fuca"
"RNA splicing, via transesterification reactions",0.0546302465023318,1.35234368831863e-22,164,"II","bru1/aub/crn/SmF/ecd/fl(2)d/Hrb98DE/l(1)10Bb/eIF4A/Mtr4/mago/mod/snf/vir/Pep/B52/Hrb27C/Bx42/U2af50/Rox8/Dbp45A/Ref1/Rsf1/Gem3/Hel25E/noi/Psi/Spx/U2af38/dom/ytr/ubl/Cbp80/Cbp20/qkr58E-3/qkr58E-2/Es2/sip1/Srp54/Bin1/Neos/kin17/CG2685/SF1/l(1)G0007/CG7028/Ythdc1/CG5808/Prp18/CG4119/x16/hfp/CG4935/CG16865/icln/asf1/CG3198/CG1677/Tango4/CG1622/CG15747/CG5877/CG6227/CG9213/CG6179/Usp39/cactin/Sf3b1/CG4887/Cwc25/Tnpo-SR/CG3542/Sf3b2/CG3225/Phf5a/Caper/Mettl14/Bug22/CG6686/CG10333/CG10466/Ars2/Dhx15/tsu/Lsm11/CG12343/Prp8/CG11808/CG8435/CG7747/CG15084/Cypl/Sf3b3/Srrm234/CG7974/CG2021/Mfap1/CG11586/CG6610/Sf3b6/ldbr/Cpsf6/CG3335/CG10907/CG10418/Sf3a2/Srrm1/Prp31/Smn/U4-U6-60K/CG7564/Gem2/Prp3/CG14641/CG2926/CG1965/CG7483/beag/RnpS1/Pnn/obe/CG10324/CG5316/mdlc/CG6015/tbrd-1/CG5728/Saf-B/PQBP1/CG6066/BCAS2/Moca-cyp/CG17454/c12.1/Sf3b5/CG5986/CG30122/Prp38/LSm3/Spf45/ncm/pea/rig/Larp7/Rbp1/LSm7/Prp19/ymp/SmD2/SmE/SNRPG/snRNP-U1-C/SmD1/SmB/Acn/sqd/l(3)72Ab/CG44249/Cdc5/Doa/Sf3a1/HnRNP-K/SF2/caz"
"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile",0.0546302465023318,1.35234368831863e-22,164,"II","bru1/aub/crn/SmF/ecd/fl(2)d/Hrb98DE/l(1)10Bb/eIF4A/Mtr4/mago/mod/snf/vir/Pep/B52/Hrb27C/Bx42/U2af50/Rox8/Dbp45A/Ref1/Rsf1/Gem3/Hel25E/noi/Psi/Spx/U2af38/dom/ytr/ubl/Cbp80/Cbp20/qkr58E-3/qkr58E-2/Es2/sip1/Srp54/Bin1/Neos/kin17/CG2685/SF1/l(1)G0007/CG7028/Ythdc1/CG5808/Prp18/CG4119/x16/hfp/CG4935/CG16865/icln/asf1/CG3198/CG1677/Tango4/CG1622/CG15747/CG5877/CG6227/CG9213/CG6179/Usp39/cactin/Sf3b1/CG4887/Cwc25/Tnpo-SR/CG3542/Sf3b2/CG3225/Phf5a/Caper/Mettl14/Bug22/CG6686/CG10333/CG10466/Ars2/Dhx15/tsu/Lsm11/CG12343/Prp8/CG11808/CG8435/CG7747/CG15084/Cypl/Sf3b3/Srrm234/CG7974/CG2021/Mfap1/CG11586/CG6610/Sf3b6/ldbr/Cpsf6/CG3335/CG10907/CG10418/Sf3a2/Srrm1/Prp31/Smn/U4-U6-60K/CG7564/Gem2/Prp3/CG14641/CG2926/CG1965/CG7483/beag/RnpS1/Pnn/obe/CG10324/CG5316/mdlc/CG6015/tbrd-1/CG5728/Saf-B/PQBP1/CG6066/BCAS2/Moca-cyp/CG17454/c12.1/Sf3b5/CG5986/CG30122/Prp38/LSm3/Spf45/ncm/pea/rig/Larp7/Rbp1/LSm7/Prp19/ymp/SmD2/SmE/SNRPG/snRNP-U1-C/SmD1/SmB/Acn/sqd/l(3)72Ab/CG44249/Cdc5/Doa/Sf3a1/HnRNP-K/SF2/caz"
"mRNA splicing, via spliceosome",0.0546302465023318,1.35234368831863e-22,164,"II","bru1/aub/crn/SmF/ecd/fl(2)d/Hrb98DE/l(1)10Bb/eIF4A/Mtr4/mago/mod/snf/vir/Pep/B52/Hrb27C/Bx42/U2af50/Rox8/Dbp45A/Ref1/Rsf1/Gem3/Hel25E/noi/Psi/Spx/U2af38/dom/ytr/ubl/Cbp80/Cbp20/qkr58E-3/qkr58E-2/Es2/sip1/Srp54/Bin1/Neos/kin17/CG2685/SF1/l(1)G0007/CG7028/Ythdc1/CG5808/Prp18/CG4119/x16/hfp/CG4935/CG16865/icln/asf1/CG3198/CG1677/Tango4/CG1622/CG15747/CG5877/CG6227/CG9213/CG6179/Usp39/cactin/Sf3b1/CG4887/Cwc25/Tnpo-SR/CG3542/Sf3b2/CG3225/Phf5a/Caper/Mettl14/Bug22/CG6686/CG10333/CG10466/Ars2/Dhx15/tsu/Lsm11/CG12343/Prp8/CG11808/CG8435/CG7747/CG15084/Cypl/Sf3b3/Srrm234/CG7974/CG2021/Mfap1/CG11586/CG6610/Sf3b6/ldbr/Cpsf6/CG3335/CG10907/CG10418/Sf3a2/Srrm1/Prp31/Smn/U4-U6-60K/CG7564/Gem2/Prp3/CG14641/CG2926/CG1965/CG7483/beag/RnpS1/Pnn/obe/CG10324/CG5316/mdlc/CG6015/tbrd-1/CG5728/Saf-B/PQBP1/CG6066/BCAS2/Moca-cyp/CG17454/c12.1/Sf3b5/CG5986/CG30122/Prp38/LSm3/Spf45/ncm/pea/rig/Larp7/Rbp1/LSm7/Prp19/ymp/SmD2/SmE/SNRPG/snRNP-U1-C/SmD1/SmB/Acn/sqd/l(3)72Ab/CG44249/Cdc5/Doa/Sf3a1/HnRNP-K/SF2/caz"
"organelle fission",0.0546302465023318,3.96540171014366e-10,164,"II","bru1/aub/aurA/Axs/cup/CycA/CycB/fzy/grau/Hmr/Grip91/ifc/hyd/sti/twe/mei-9/mei-S332/mod(mdg4)/mr/mud/mus301/mus304/Blm/mus312/Myb/ncd/pim/polo/RanGAP/spir/spn-B/spn-D/spn-E/sub/thr/Pp1-87B/Cdk1/fwd/Klp61F/Klp67A/shtd/Xpc/tws/yem/Arf79F/CycE/lwr/eff/dhd/Pp2B-14D/Arf51F/Mtor/prod/glu/Cul1/Lis-1/Rab11/mael/Mcm5/14-3-3epsilon/chb/Nup154/DCTN2-p50/Pgam5/san/aurB/fws/Bub3/SkpA/Cdc16/dgt4/Rok/Mad1/Nipped-B/Hus1-like/Su(var)2-HP2/Grip75/Eb1/Kmn1/RecQ5/SMC2/ball/Ercc1/c(2)M/mei-217/CHORD/Pink1/Nek2/CG10761/Aladin/Klp10A/Slc25A46a/CG8188/Fign/Spindly/HP6/Nuf2/borr/BuGZ/Grip71/CG8679/CG15237/mms4/PI31/dgt5/Mos/dgt3/Rae1/thoc5/Slik/Mul1/Sse/mad2/Pex2/nudE/Syx13/Cep135/Mau2/cal1/trem/CG6985/p53/CG13599/spas/Mink/dgt6/CycG/Fis1/pont/Kat60/cana/mus81/ago/Chro/Haspin/nenya/pch2/Nnf1b/sunn/APC4/Synd/Zwilch/endos/tef/tum/sra/Spc25/lmgA/bora/pds5/gwl/mei-38/vtd/Incenp/scra/nej/Xpd/east/BubR1/Det/Topors/sau/solo/Top2"
"neuron projection guidance",0.054416403785489,1.50036896669923e-05,69,"I","eya/D/en/E(z)/grn/Sos/robo2/sens/peb/ras/ptc/Nrt/Ptp4E/Ten-m/pros/zfh1/otk/robo1/comm/hep/trn/sqz/Sema1a/babo/fra/shot/gcm/mirr/Shc/drl/Vang/fz2/Tor/stan/msps/Rich/Fmr1/nerfin-1/SoxN/raptor/Nf-YC/hiw/erm/beat-IIIc/CdGAPr/ckn/unc-5/Toll-7/Toll-6/Vav/boi/Alk/SCAR/Liprin-alpha/Mical/jeb/vvl/psidin/wb/Dbx/mid/hts/sli/ab/Ten-a/S6k/InR/Sac1/Sema5c"
"regulation of multicellular organismal development",0.054416403785489,2.38217446990375e-05,69,"I","ac/Ama/aop/E(spl)m8-HLH/Hsp83/wor/E(spl)m7-HLH/E(spl)mdelta-HLH/E(spl)mgamma-HLH/pnt/ttk/sc/pros/hh/ci/dpn/Akt1/Sema1a/babo/insc/wts/klu/shot/gcm/Nf1/Shark/Vang/Fak/Tor/RhoGEF2/Dap160/gbb/WASp/stan/TBPH/Hey/Fmr1/SoxN/lva/raptor/slpr/hiw/rictor/erm/Sin1/yki/RhoGAP68F/hzg/wnd/Arfip/RhoGAP92B/RIOK2/nub/bun/grh/Mob2/Mob4/Rrp40/mid/Sec23/kibra/Myc/dar1/Hr4/PDZ-GEF/Sec8/InR/Sema5c/btl"
"negative regulation of gene expression",0.054416403785489,0.0188578459261311,69,"I","aop/Dll/ca/dpp/Dr/en/E(spl)m8-HLH/E(z)/ft/Hsc70-3/Hsp83/Pc/Scm/Egfr/pros/ph-p/noc/dpn/pelo/msi/twin/Rbf/pcm/Su(z)12/MTPAP/Hmt4-20/TBPH/Acf/htt/Lrpprc2/Fmr1/CG6379/Upf1/jub/hiw/Rai1/erm/Ccdc85/CG6729/Nbr/trsn/wash/casp/HPS4/Larp4B/CG11342/phol/Pop2/DCP2/FBXO11/Smyd5/Dcr-1/CG6204/Spps/SMC1/HGTX/tut/Hers/nub/p/Not10/Diap1/Rrp40/vnd/mid/calypso/bin3/bel/nonC"
"cell junction organization",0.0543914400356665,0.0124988108470333,122,"III","Act57B/Appl/Fas2/Galphas/kay/Gli/LanA/Atpalpha/rut/slo/Gad1/Syn/Rab3/htl/Itgbn/cora/sinu/Nos/repo/pck/Nrx-IV/Rac2/nrv2/lbm/wun/klg/mGluR/Dad/caps/wit/Tsp2A/Flo1/moody/Srpk79D/wrapper/kirre/Lrp4/dpr18/Frq1/bark/DIP-eta/Nlg2/dpr19/PICK1/kune/Mmp2/Dyb/Syn2/dpr13/Liprin-gamma/CG13506/CG10339/Mmp1/dpr20/CG13704/crim/Tsf2/CG9628/sff/Ssk/cmpy/M6/CG7166/Syn1/dpr5/dpr15/Octbeta2R/dpr9/Nrx-1/Octbeta1R/DIP-gamma/RhoGAP100F/mav/Cals/Aplip1/dpr1/cpx/metro/mesh/Nlg1/dpr17/CG31475/DIP-zeta/DIP-kappa/dpr10/dpr8/dpr11/dpr7/dpr4/dpr3/Frq2/Nlg3/Nlg4/shakB/dpr12/DIP-delta/vari/beta-Spec/futsch/DIP-beta/brp/DIP-epsilon/Ca-beta/mtg/stj/bou/CG42673/Ank2/CG42748/sdt/Rbp/nwk/dysc/Fife/CaMKII/Nrg/CG44325/Neto/CrebB/rg/ringer/unc-104"
"negative regulation of gene expression",0.0542971352431712,7.73098106976781e-06,163,"II","bru1/ash2/aub/bam/bcd/cact/Cp190/cup/EcR/e(y)2/fs(1)K10/g/Hrb98DE/l(3)mbt/pho/mu2/pum/Ras85D/rb/Sce/spn-E/su(Hw)/Su(var)3-7/Su(var)205/me31B/Hrb27C/hop/piwi/orb/Rox8/hdc/brat/lwr/heph/Taf11/Tis11/Psi/Cul1/HDAC1/mael/pgc/smg/Stat92E/Rga/dom/JIL-1/lolal/Pp2C1/Cbp80/Cbp20/Parg/Mekk1/Bin1/ssx/SuUR/Bap60/SkpA/HDAC3/Su(var)2-HP2/ADD1/drosha/MRG15/Smyd4-4/Nup93-1/Ulp1/Nab2/Pink1/Upf2/HP1b/Usp7/CG5877/CG8915/CG7206/Rcd-1/Elba2/Rat1/Gas41/r2d2/YL-1/Sfmbt/loqs/Ars2/PAN2/Smyd4-1/Hen1/CG6701/krimp/Dcr-2/Panx/CG3520/Pym/DCP1/Upf3/ppk29/Dis3l2/Tudor-SN/PAN3/blanks/Srp9/BI-1/CG8336/CG11263/upSET/Helz/CG9705/Edc3/arx/CRIF/Suv3/CG2091/Hat1/Tailor/CG9636/Iru/Ibf2/CG10038/Paip2/Rrp6/HP1c/puf/Smg6/Ythdf/XNP/Brd8/pasha/CG17168/rept/armi/Atx2/HBS1/Chrac-14/tefu/Rpb7/CG31643/CG31759/gw/4E-T/CG32533/Not1/egg/kra/AGO3/wech/Su(var)3-3/scny/LSm7/zuc/CoRest/east/Ire1/AGO1/psq/Unr/sqd/Rpb4/BubR1/Caf1-55/gpp/Patr-1/squ/rump/Ge-1/Top2"
"ribonucleoprotein complex biogenesis",0.0539640239840107,2.14975154993036e-13,162,"II","bru1/crn/SmF/kz/Mybbp1A/Mtr4/mus301/RpS14a/RpS14a/me31B/Dbp45A/bys/ppan/l(3)07882/Gem3/RpL7A/RpS21/smid/RpL14/Ran/dbe/emb/Rtc1/Nnp-1/l(2)09851/CG14805/CG3071/CG11417/RpL10/nop5/mbo/drosha/LTV1/CG8611/Prp18/hfp/CG5033/icln/CG2875/CG3527/Sas10/RpL35/MCTS1/CG3198/CG2260/CG1789/Rbm13/CG7246/RpS28b/CG1463/CG1662/CG9123/CG12608/Rrp47/eIF5/CG8939/DENR/CG5800/Usp39/Sf3b1/CG3008/CG11030/CG9107/r2d2/CG13096/CG13097/CG4364/mRpS7/RluA-2/CG6686/RpL7-like/CG6712/loqs/CG9246/CG12909/Prp8/CG8545/RpS15/CG4866/Dcr-2/CG11180/RpS16/CG3735/CG3594/CG13807/CG9004/CG16753/CG11583/Pop4/CG4022/CG8336/CG18178/RIOK1/RpL10Ab/CG5645/Sf3a2/Prp31/CG7275/CG12301/Smn/CG7728/Pop5/CG7564/CG5589/Nufip/Gem2/CG9666/CG9300/Tsr1/Nopp140/eIF3a/CG10055/mRpL1/hyx/mtTFB2/CG14683/RpL24-like/CG8461/Rrp6/RpS5b/Ns1/Non3/CG11447/Surf6/Nop56/RpS19b/CG5728/CG11920/RpS27/RpL34a/RpS8/RpS7/CG1542/RpL6/CG11563/rept/pont/armi/CG32075/CG32262/CG32409/CG32706/CG33217/Dbp21E2/l(2)k09022/mbm/rig/Mat89Ba/mtTFB1/l(2)34Fd/SmD2/SmE/SNRPG/snRNP-U1-C/SmD1/wcd/AGO1/l(3)72Ab/Rpb4/Snp/pit/l(2)k09848"
"phosphorylation",0.0539640239840107,0.00332541804666041,162,"II","Abl/aurA/awd/Cam/Pka-C1/chif/CycA/CycB/Pka-C3/for/fu/l(2)gl/dco/sti/polo/rl/shi/Btk29A/sws/tor/Cdk1/mts/svr/fs(1)h/hop/gig/Eip63E/Dsor1/CycD/Rac1/Cdc42/Taf1/CycE/pll/msn/Wee1/nmo/Cdk5/MAPk-Ak2/Rho1/CkIalpha/ksr/CycB3/Dref/p38a/fry/Cdk4/Pdk/Lk6/lok/Cdk9/Gcn2/Cbl/Pdk1/JIL-1/Pkn/dnk/Adk1/gek/IKKbeta/Mkk4/Mekk1/mbt/Rok/par-6/Tsc1/Tak1/Axn/wdb/CG8878/CG7028/CG5808/ball/Ptpmeg2/Ilk/ics/Pink1/Nek2/CDK2AP1/nmdyn-D6/CG14408/CG8173/Tao/MKP-4/Tfb4/CG9886/CG9961/CG3008/CG9222/CycY/CG10376/CG8726/CG8027/Mos/CG8441/CG8060/CG3216/Slik/mri/CG11594/RIOK1/CG7328/Cdk12/aux/PEK/CG1227/CG9601/CG5608/Lkb1/Hexim/CG3631/Ccm3/CG7156/CG6005/Lrrk/CG7044/Bdbt/mats/p53/CG1951/CycG/tefu/Stlk/Haspin/CG30291/Claspin/Sk2/gish/mnb/Pka-R1/Mob3/bora/gwl/Gprk1/Atg1/Incenp/mrn/grp/CG42637/CG17528/hpo/lic/rdgA/aPKC/Ire1/Ptpmeg/Sik3/Src64B/Cdk7/BubR1/SNF4Agamma/smt3/Src42A/Tfb5/Doa/CG42637/dop/Ptp61F/Pak/S6KL/Tlk/LIMK1"
"axon guidance",0.0536277602523659,1.03129079965501e-05,68,"I","eya/D/en/E(z)/grn/Sos/robo2/sens/peb/ras/ptc/Nrt/Ptp4E/Ten-m/pros/zfh1/otk/robo1/comm/hep/trn/Sema1a/babo/fra/shot/gcm/mirr/Shc/drl/Vang/fz2/Tor/stan/msps/Rich/Fmr1/nerfin-1/SoxN/raptor/Nf-YC/hiw/erm/beat-IIIc/CdGAPr/ckn/unc-5/Toll-7/Toll-6/Vav/boi/Alk/SCAR/Liprin-alpha/Mical/jeb/vvl/psidin/wb/Dbx/mid/hts/sli/ab/Ten-a/S6k/InR/Sac1/Sema5c"
